YSR,tshell,Dyolk,φMXene,Asurface,iontype,rion,Eads,ΔGformation,DOSFermi,dinterlayer,Ea,σmax,epsilon_void,Surface_Term,C_theoretical,CE_initial,Crate,Stability_mech,C_0.1C,Retention_200,sigma_eff
0.597,35.4,163.6,0.393,616,Li,0.76,-0.803,-1.403,0.513,9.36,0.303,0.661,45.6,O,3579,98.77,93.54,1,1994,96.44,38.94
0.667,25,181.6,0.343,596,Li,0.76,-0.723,-1.263,0.443,9.66,0.363,0.921,40.6,O,3579,98.07,89.54,1,1864,93.84,29.84
0.727,24.8,193.6,0.303,543,Li,0.76,-0.683,-1.183,0.403,10.56,0.393,1.181,49.6,O,3579,97.57,87.24,1,1789,91.94,24.74
0.797,21.6,202.6,0.223,453,K,1.38,-0.553,-1.033,0.313,12.76,0.593,1.935,52.6,F,2950,95.47,67.24,0,1259,79.54,11.24
0.637,28,176.6,0.353,569,Li,0.76,-0.743,-1.293,0.473,9.56,0.353,0.871,39.6,O,3579,98.17,90.54,1,1889,94.34,31.94
0.827,15.8,207.6,0.183,408,Na,1.02,-0.513,-0.953,0.283,11.66,0.653,2.305,54.6,OH,3120,94.47,61.94,0,1094,75.24,6.94
0.587,38.8,160.6,0.413,630,Li,0.76,-0.833,-1.463,0.543,9.26,0.273,0.547,49.6,O,3579,99.07,94.24,1,2019,96.94,41.54
0.707,21.6,190.6,0.313,561,Li,0.76,-0.693,-1.203,0.423,10.43,0.383,1.071,46.6,O,3579,97.67,87.74,1,1809,92.34,26.24
0.767,19.5,197.6,0.263,503,K,1.38,-0.573,-1.073,0.323,12.86,0.583,1.735,55.6,F,2950,95.77,68.74,0,1309,80.24,13.94
0.657,26.5,179.6,0.333,598,Li,0.76,-0.713,-1.253,0.453,9.66,0.363,0.965,41.6,O,3579,97.97,88.94,1,1849,93.64,28.74
0.817,17.5,205.6,0.193,418,Na,1.02,-0.523,-0.963,0.303,11.56,0.643,2.235,53.6,OH,3120,94.67,62.94,0,1114,76.54,7.74
0.607,31.4,168.6,0.393,579,Li,0.76,-0.783,-1.383,0.513,9.46,0.313,0.711,45.6,O,3579,98.67,92.74,1,1964,95.74,37.54
0.687,24.5,185.6,0.313,573,Li,0.76,-0.703,-1.223,0.433,9.76,0.373,0.991,41.6,O,3579,97.87,88.54,1,1824,92.74,27.54
0.737,20.9,194.6,0.283,523,K,1.38,-0.603,-1.123,0.353,12.06,0.547,1.505,46.6,F,2950,95.97,70.94,0,1354,81.74,17.24
0.627,32.2,172.6,0.363,603,Li,0.76,-0.733,-1.283,0.463,9.56,0.353,0.851,38.6,O,3579,98.27,90.94,1,1879,94.44,33.24
0.639,29.5,177,0.334,561,Li,0.76,-0.694,-1.224,0.426,9.96,0.394,0.939,41.1,O,3579,98.28,89.44,1,1879,93.56,28.96
0.754,16.2,217.4,0.166,433,Na,1.02,-0.506,-0.966,0.28,11.91,0.596,2.074,59.1,OH,3120,95.02,64.52,0,1182,78.12,7.92
0.574,32.6,162.6,0.406,597,Li,0.76,-0.736,-1.336,0.466,9.84,0.334,0.722,39.4,O,3579,98.45,92.88,1,1944,95.52,41.82
0.726,19.6,202.6,0.294,524,K,1.38,-0.576,-1.086,0.354,12.16,0.564,1.414,46.6,F,2950,96.43,71.62,0,1362,82.02,18.62
0.559,42.2,165.6,0.366,575,Li,0.76,-0.814,-1.434,0.506,9.64,0.276,0.584,54.4,O,3579,99.23,93.82,1,2043,96.76,38.12
0.673,22.8,187.4,0.236,504,Li,0.76,-0.734,-1.294,0.436,10.14,0.336,1.086,43.6,O,3579,97.55,87.22,1,1762,91.52,22.22
0.799,19.2,207.4,0.136,394,Na,1.02,-0.466,-0.906,0.236,12.14,0.666,2.486,53.6,OH,3120,93.85,59.92,0,1062,73.82,5.82
0.579,27.4,177.6,0.364,604,Li,0.76,-0.686,-1.236,0.456,10.04,0.374,0.922,41.4,O,3579,98.65,90.42,1,1862,93.82,32.62
0.753,17.8,202.4,0.206,474,Na,1.02,-0.536,-1.036,0.296,11.64,0.566,1.846,48.6,F,3120,95.55,67.92,0,1302,80.02,12.32
0.539,40.2,160.6,0.386,633,Li,0.76,-0.766,-1.366,0.486,9.74,0.314,0.692,45.4,O,3579,99.13,93.02,1,1972,95.92,40.22
0.703,21.7,192.4,0.286,564,Li,0.76,-0.646,-1.166,0.376,10.34,0.414,1.156,42.6,O,3579,97.25,87.82,1,1797,92.22,26.52
0.729,18.8,212.4,0.176,414,K,1.38,-0.514,-0.964,0.256,12.24,0.626,2.316,58.6,F,2950,94.55,63.22,0,1132,76.52,8.92
0.609,29.4,176.4,0.374,609,Li,0.76,-0.716,-1.286,0.474,9.94,0.334,0.852,42.4,O,3579,98.35,91.62,1,1897,94.72,34.92
0.779,20.3,205.4,0.146,404,Na,1.02,-0.476,-0.916,0.246,12.04,0.646,2.406,55.6,OH,3120,94.25,61.52,0,1082,74.72,6.52
0.549,38.8,165.4,0.376,619,Li,0.76,-0.784,-1.364,0.476,9.84,0.324,0.722,47.4,O,3579,98.55,93.32,1,1982,96.12,39.52
0.649,29.6,179.4,0.344,599,Li,0.76,-0.676,-1.216,0.406,10.14,0.384,0.992,44.4,O,3579,97.75,88.62,1,1842,93.22,29.22
0.689,25.8,195.4,0.274,519,K,1.38,-0.614,-1.134,0.364,12.06,0.526,1.516,47.6,F,2950,95.75,71.22,0,1372,82.52,17.92
0.629,26.4,180.6,0.354,602,Li,0.76,-0.724,-1.274,0.444,10.04,0.364,0.932,42.4,O,3579,98.05,89.72,1,1867,93.92,31.22
0.789,18.5,215.4,0.174,424,Na,1.02,-0.524,-0.974,0.294,12.04,0.634,2.154,54.3,OH,3120,94.55,62.22,0,1097,75.92,7.12
0.519,39.4,156.2,0.414,631,Li,0.76,-0.794,-1.404,0.514,9.74,0.314,0.682,51.4,O,3579,98.85,93.52,1,1987,96.52,40.92
0.679,28.7,185.4,0.294,554,Li,0.76,-0.684,-1.194,0.404,10.24,0.394,1.122,41.4,O,3579,97.45,87.52,1,1782,91.72,25.52
0.719,23.4,198.4,0.244,494,K,1.38,-0.584,-1.094,0.334,12.54,0.574,1.704,48.4,F,2950,95.65,69.22,0,1317,80.72,14.92
0.659,25.4,188.6,0.314,589,Li,0.76,-0.714,-1.254,0.454,10.04,0.354,0.962,43.4,O,3579,97.95,89.22,1,1852,93.52,27.72
0.809,20.7,208.4,0.164,399,Na,1.02,-0.514,-0.954,0.274,12.14,0.654,2.374,59.9,OH,3120,94.35,60.72,0,1072,74.52,6.22
0.599,31.4,169.4,0.374,612,Li,0.76,-0.774,-1.344,0.494,9.84,0.334,0.742,48.4,O,3579,98.45,92.52,1,1952,95.62,36.92
0.709,20.4,199.6,0.284,534,Li,0.76,-0.694,-1.214,0.414,10.34,0.384,1.132,42.4,O,3579,97.65,88.02,1,1817,92.52,24.22
0.779,21.7,206.4,0.204,444,K,1.38,-0.544,-1.014,0.304,12.64,0.604,2.074,56.4,F,2950,95.25,66.52,0,1227,78.92,10.52
0.629,28.4,172.4,0.364,606,Li,0.76,-0.734,-1.284,0.464,9.54,0.344,0.844,37.4,O,3579,98.25,90.72,1,1882,94.52,33.52
0.829,13.8,217.4,0.144,384,Na,1.02,-0.484,-0.914,0.244,12.34,0.704,2.624,57.4,OH,3120,93.65,58.92,0,1027,72.72,4.92
0.574,40.4,161.4,0.404,633,Li,0.76,-0.824,-1.454,0.534,9.64,0.284,0.564,51.4,O,3579,98.95,94.02,1,2012,96.72,39.72
0.689,23.4,194.6,0.314,558,Li,0.76,-0.704,-1.234,0.434,9.74,0.374,1.014,40.4,O,3579,97.75,88.22,1,1812,92.52,26.92
0.749,24.9,195.4,0.264,514,K,1.38,-0.594,-1.104,0.344,12.04,0.564,1.604,47.4,F,2950,95.85,70.52,0,1342,81.22,16.52
0.611,29.4,173.4,0.384,570,Li,0.76,-0.754,-1.334,0.484,9.54,0.334,0.774,42.4,O,3579,98.35,91.92,1,1927,95.22,36.22
0.849,18.9,210.4,0.154,389,Na,1.02,-0.504,-0.924,0.254,11.94,0.674,2.488,56.4,OH,3120,94.05,60.22,0,1047,73.92,5.52
0.599,35.2,163.4,0.394,617,Li,0.76,-0.804,-1.404,0.514,9.34,0.304,0.664,45.4,O,3579,98.75,93.52,1,1992,96.42,38.92
0.669,24.8,181.4,0.344,597,Li,0.76,-0.724,-1.264,0.444,9.64,0.364,0.924,40.4,O,3579,98.05,89.52,1,1862,93.82,29.82
0.729,24.9,193.4,0.304,544,Li,0.76,-0.684,-1.184,0.404,10.59,0.394,1.184,49.9,O,3579,97.55,87.22,1,1787,91.92,24.72
0.799,21.8,202.4,0.224,454,K,1.38,-0.554,-1.034,0.314,12.79,0.594,1.938,52.4,F,2950,95.45,67.22,0,1257,79.52,11.22
0.639,27.8,176.4,0.354,567,Li,0.76,-0.744,-1.294,0.474,9.54,0.354,0.874,39.4,O,3579,98.15,90.52,1,1887,94.32,31.92
0.829,15.6,207.4,0.184,409,Na,1.02,-0.514,-0.954,0.284,11.64,0.654,2.308,54.4,OH,3120,94.45,61.92,0,1092,75.22,6.92
0.589,38.9,160.4,0.414,632,Li,0.76,-0.834,-1.464,0.544,9.24,0.274,0.544,49.4,O,3579,99.05,94.22,1,2017,96.92,41.52
0.709,21.4,190.4,0.314,562,Li,0.76,-0.694,-1.204,0.424,10.45,0.384,1.074,46.9,O,3579,97.65,87.72,1,1807,92.32,26.22
0.769,19.3,197.4,0.264,504,K,1.38,-0.574,-1.074,0.324,12.89,0.584,1.738,55.9,F,2950,95.75,68.72,0,1307,80.22,13.92
0.659,26.3,179.4,0.334,599,Li,0.76,-0.714,-1.254,0.454,9.64,0.364,0.968,41.4,O,3579,97.95,88.92,1,1847,93.62,28.72
0.819,17.3,205.4,0.194,419,Na,1.02,-0.524,-0.964,0.304,11.54,0.644,2.238,53.4,OH,3120,94.65,62.92,0,1112,76.52,7.72
0.609,31,168.4,0.394,577,Li,0.76,-0.784,-1.384,0.514,9.44,0.314,0.714,45.4,O,3579,98.65,92.72,1,1962,95.72,37.52
0.689,24.3,185.4,0.314,574,Li,0.76,-0.704,-1.224,0.434,9.74,0.374,0.994,41.4,O,3579,97.85,88.52,1,1822,92.72,27.52
0.739,20.7,194.4,0.284,524,K,1.38,-0.604,-1.124,0.354,12.04,0.546,1.508,46.4,F,2950,95.95,70.92,0,1352,81.72,17.22
0.629,32.4,172.4,0.364,604,Li,0.76,-0.734,-1.284,0.464,9.54,0.354,0.854,38.4,O,3579,98.25,90.92,1,1877,94.42,33.22
0.641,29.6,176.8,0.335,559,Li,0.76,-0.695,-1.225,0.427,9.95,0.395,0.941,41,O,3579,98.29,89.46,1,1881,93.58,28.98
0.752,16.3,217.2,0.165,434,Na,1.02,-0.505,-0.965,0.279,11.92,0.595,2.072,59.2,OH,3120,95,64.5,0,1180,78.1,7.9
0.576,32.4,162.8,0.405,595,Li,0.76,-0.735,-1.335,0.465,9.85,0.335,0.725,39.5,O,3579,98.43,92.9,1,1941,95.5,41.8
0.728,19.4,202.8,0.295,525,K,1.38,-0.575,-1.085,0.355,12.15,0.565,1.411,46.5,F,2950,96.45,71.6,0,1360,82,18.6
0.557,42.4,165.2,0.365,573,Li,0.76,-0.815,-1.435,0.505,9.65,0.275,0.581,54.6,O,3579,99.25,93.8,1,2045,96.78,38.1
0.675,22.6,187.2,0.235,505,Li,0.76,-0.735,-1.295,0.435,10.15,0.335,1.089,43.5,O,3579,97.53,87.2,1,1760,91.5,22.2
0.797,19.3,207.2,0.135,395,Na,1.02,-0.465,-0.905,0.235,12.15,0.665,2.489,53.5,OH,3120,93.83,59.9,0,1060,73.8,5.8
0.577,27.2,177.8,0.365,605,Li,0.76,-0.685,-1.235,0.457,10.05,0.375,0.925,41.5,O,3579,98.67,90.4,1,1860,93.8,32.6
0.755,17.6,202.2,0.205,475,Na,1.02,-0.535,-1.035,0.295,11.65,0.565,1.849,48.5,F,3120,95.53,67.9,0,1300,80,12.3
0.537,40.4,160.2,0.385,635,Li,0.76,-0.765,-1.365,0.485,9.75,0.315,0.695,45.2,O,3579,99.15,93,1,1970,95.9,40.2
0.705,21.5,192.2,0.285,565,Li,0.76,-0.645,-1.165,0.375,10.35,0.415,1.159,42.5,O,3579,97.23,87.8,1,1795,92.2,26.5
0.727,19,212.2,0.175,415,K,1.38,-0.515,-0.965,0.255,12.25,0.625,2.319,58.5,F,2950,94.53,63.2,0,1130,76.5,8.9
0.611,29.2,176.8,0.375,610,Li,0.76,-0.715,-1.285,0.475,9.95,0.335,0.855,42.5,O,3579,98.33,91.6,1,1895,94.7,34.9
0.777,20.4,205.2,0.145,405,Na,1.02,-0.475,-0.915,0.245,12.05,0.645,2.409,55.5,OH,3120,94.23,61.5,0,1080,74.7,6.5
0.547,39,165.2,0.375,620,Li,0.76,-0.785,-1.365,0.475,9.85,0.325,0.725,47.5,O,3579,98.53,93.3,1,1980,96.1,39.5
0.651,29.8,179.2,0.345,600,Li,0.76,-0.675,-1.215,0.405,10.15,0.385,0.995,44.5,O,3579,97.73,88.6,1,1840,93.2,29.2
0.687,26,195.2,0.275,520,K,1.38,-0.615,-1.135,0.365,12.05,0.525,1.519,47.5,F,2950,95.73,71.2,0,1370,82.5,17.9
0.631,26.2,180.8,0.355,603,Li,0.76,-0.725,-1.275,0.445,10.05,0.365,0.935,42.5,O,3579,98.03,89.7,1,1865,93.9,31.2
0.791,18.6,215.2,0.175,425,Na,1.02,-0.525,-0.975,0.295,12.05,0.635,2.151,54.2,OH,3120,94.53,62.2,0,1095,75.9,7.1
0.517,39.6,155.8,0.415,633,Li,0.76,-0.795,-1.405,0.515,9.75,0.315,0.685,51.6,O,3579,98.83,93.5,1,1985,96.5,40.9
0.681,28.9,185.2,0.295,555,Li,0.76,-0.685,-1.195,0.405,10.25,0.395,1.125,41.2,O,3579,97.43,87.5,1,1780,91.7,25.5
0.717,23.6,198.2,0.245,495,K,1.38,-0.585,-1.095,0.335,12.55,0.575,1.707,48.2,F,2950,95.63,69.2,0,1315,80.7,14.9
0.661,25.2,188.8,0.315,590,Li,0.76,-0.715,-1.255,0.455,10.05,0.355,0.965,43.5,O,3579,97.93,89.2,1,1850,93.5,27.7
0.811,20.9,208.2,0.165,400,Na,1.02,-0.515,-0.955,0.275,12.15,0.655,2.377,60.1,OH,3120,94.33,60.7,0,1070,74.5,6.2
0.601,31.2,169.2,0.375,613,Li,0.76,-0.775,-1.345,0.495,9.85,0.335,0.745,48.5,O,3579,98.43,92.5,1,1950,95.6,36.9
0.711,20.2,199.8,0.285,535,Li,0.76,-0.695,-1.215,0.415,10.35,0.385,1.135,42.2,O,3579,97.63,88,1,1815,92.5,24.2
0.781,21.9,206.2,0.205,445,K,1.38,-0.545,-1.015,0.305,12.65,0.605,2.077,56.2,F,2950,95.23,66.5,0,1225,78.9,10.5
0.631,28.2,172.2,0.365,607,Li,0.76,-0.735,-1.285,0.465,9.52,0.345,0.847,37.2,O,3579,98.23,90.7,1,1880,94.5,33.5
0.831,13.6,217.2,0.145,385,Na,1.02,-0.485,-0.915,0.245,12.35,0.705,2.627,57.2,OH,3120,93.63,58.9,0,1025,72.7,4.9
0.576,40.6,161.2,0.405,635,Li,0.76,-0.825,-1.455,0.535,9.65,0.285,0.561,51.5,O,3579,98.93,94,1,2010,96.7,39.7
0.691,23.2,194.8,0.315,557,Li,0.76,-0.705,-1.235,0.435,9.72,0.375,1.017,40.2,O,3579,97.73,88.2,1,1810,92.5,26.9
0.751,25.1,195.2,0.265,515,K,1.38,-0.595,-1.105,0.345,12.02,0.565,1.607,47.2,F,2950,95.83,70.5,0,1340,81.2,16.5
0.613,29.2,173.2,0.385,568,Li,0.76,-0.755,-1.335,0.485,9.52,0.335,0.777,42.2,O,3579,98.33,91.9,1,1925,95.2,36.2
0.851,19,210.2,0.155,390,Na,1.02,-0.505,-0.925,0.255,11.92,0.675,2.491,56.2,OH,3120,94.03,60.2,0,1045,73.9,5.5
0.601,35,163.2,0.395,618,Li,0.76,-0.805,-1.405,0.515,9.32,0.305,0.667,45.2,O,3579,98.73,93.5,1,1990,96.4,38.9
0.671,24.6,181.2,0.345,598,Li,0.76,-0.725,-1.265,0.445,9.62,0.365,0.927,40.2,O,3579,98.03,89.5,1,1860,93.8,29.8
0.731,25,193.2,0.305,545,Li,0.76,-0.685,-1.185,0.405,10.62,0.395,1.187,50.2,O,3579,97.53,87.2,1,1785,91.9,24.7
0.801,22,202.2,0.225,455,K,1.38,-0.555,-1.035,0.315,12.82,0.595,1.941,52.2,F,2950,95.43,67.2,0,1255,79.5,11.2
0.641,27.6,176.2,0.355,565,Li,0.76,-0.745,-1.295,0.475,9.52,0.355,0.877,39.2,O,3579,98.13,90.5,1,1885,94.3,31.9
0.831,15.4,207.2,0.185,410,Na,1.02,-0.515,-0.955,0.285,11.62,0.655,2.311,54.2,OH,3120,94.43,61.9,0,1090,75.2,6.9
0.591,39,160.2,0.415,634,Li,0.76,-0.835,-1.465,0.545,9.22,0.275,0.541,49.2,O,3579,99.03,94.2,1,2015,96.9,41.5
0.711,21.2,190.2,0.315,563,Li,0.76,-0.695,-1.205,0.425,10.47,0.385,1.077,47.2,O,3579,97.63,87.7,1,1805,92.3,26.2
0.771,19.1,197.2,0.265,505,K,1.38,-0.575,-1.075,0.325,12.92,0.585,1.741,56.2,F,2950,95.73,68.7,0,1305,80.2,13.9
0.661,26.1,179.2,0.335,600,Li,0.76,-0.715,-1.255,0.455,9.62,0.365,0.971,41.2,O,3579,97.93,88.9,1,1845,93.6,28.7
0.821,17.1,205.2,0.195,420,Na,1.02,-0.525,-0.965,0.305,11.52,0.645,2.241,53.2,OH,3120,94.63,62.9,0,1110,76.5,7.7
0.611,30.6,168.2,0.395,575,Li,0.76,-0.785,-1.385,0.515,9.42,0.315,0.717,45.2,O,3579,98.63,92.7,1,1960,95.7,37.5
0.691,24.1,185.2,0.315,575,Li,0.76,-0.705,-1.225,0.435,9.72,0.375,0.997,41.2,O,3579,97.83,88.5,1,1820,92.7,27.5
0.741,20.5,194.2,0.285,525,K,1.38,-0.605,-1.125,0.355,12.02,0.545,1.511,46.2,F,2950,95.93,70.9,0,1350,81.7,17.2
0.631,32.6,172.2,0.365,605,Li,0.76,-0.735,-1.285,0.465,9.52,0.355,0.857,38.2,O,3579,98.23,90.9,1,1875,94.4,33.2
0.643,29.7,176.6,0.336,557,Li,0.76,-0.696,-1.226,0.428,9.94,0.396,0.943,40.9,O,3579,98.3,89.48,1,1883,93.6,29
0.75,16.4,217,0.164,435,Na,1.02,-0.504,-0.964,0.278,11.93,0.594,2.07,59.3,OH,3120,94.98,64.48,0,1178,78.08,7.88
0.578,32.2,163,0.404,593,Li,0.76,-0.734,-1.334,0.464,9.86,0.336,0.728,39.6,O,3579,98.41,92.92,1,1938,95.48,41.78
0.73,19.2,203,0.296,526,K,1.38,-0.574,-1.084,0.356,12.14,0.566,1.408,46.4,F,2950,96.47,71.58,0,1358,81.98,18.58
0.555,42.6,164.8,0.364,571,Li,0.76,-0.816,-1.436,0.504,9.66,0.274,0.578,54.8,O,3579,99.27,93.78,1,2047,96.8,38.08
0.677,22.4,187,0.234,506,Li,0.76,-0.736,-1.296,0.434,10.16,0.334,1.092,43.4,O,3579,97.51,87.18,1,1758,91.48,22.18
0.795,19.4,207,0.134,396,Na,1.02,-0.464,-0.904,0.234,12.16,0.664,2.492,53.4,OH,3120,93.81,59.88,0,1058,73.78,5.78
0.575,27,178,0.366,606,Li,0.76,-0.684,-1.234,0.458,10.06,0.376,0.928,41.6,O,3579,98.69,90.38,1,1858,93.78,32.58
0.757,17.4,202,0.204,476,Na,1.02,-0.534,-1.034,0.294,11.66,0.564,1.852,48.4,F,3120,95.51,67.88,0,1298,79.98,12.28
0.535,40.6,159.8,0.384,637,Li,0.76,-0.764,-1.364,0.484,9.76,0.316,0.698,45,O,3579,99.17,92.98,1,1968,95.88,40.18
0.707,21.3,192,0.284,566,Li,0.76,-0.644,-1.164,0.374,10.36,0.416,1.162,42.4,O,3579,97.21,87.78,1,1793,92.18,26.48
0.725,19.2,212,0.174,416,K,1.38,-0.516,-0.966,0.254,12.26,0.624,2.322,58.4,F,2950,94.51,63.18,0,1128,76.48,8.88
0.613,29,177.2,0.376,611,Li,0.76,-0.714,-1.284,0.476,9.96,0.336,0.858,42.6,O,3579,98.31,91.58,1,1893,94.68,34.88
0.775,20.5,205,0.144,406,Na,1.02,-0.474,-0.914,0.244,12.06,0.644,2.412,55.4,OH,3120,94.21,61.48,0,1078,74.68,6.48
0.545,39.2,165,0.374,621,Li,0.76,-0.786,-1.366,0.474,9.86,0.326,0.728,47.6,O,3579,98.51,93.28,1,1978,96.08,39.48
0.653,30,179,0.346,601,Li,0.76,-0.674,-1.214,0.404,10.16,0.386,0.998,44.6,O,3579,97.71,88.58,1,1838,93.18,29.18
0.685,26.2,195,0.276,521,K,1.38,-0.616,-1.136,0.366,12.04,0.524,1.522,47.4,F,2950,95.71,71.18,0,1368,82.48,17.88
0.633,26,181,0.356,604,Li,0.76,-0.726,-1.276,0.446,10.06,0.366,0.938,42.6,O,3579,98.01,89.68,1,1863,93.88,31.18
0.793,18.7,215,0.176,426,Na,1.02,-0.526,-0.976,0.296,12.06,0.636,2.148,54.1,OH,3120,94.51,62.18,0,1093,75.88,7.08
0.515,39.8,155.4,0.416,635,Li,0.76,-0.796,-1.406,0.516,9.76,0.316,0.688,51.8,O,3579,98.81,93.48,1,1983,96.48,40.88
0.683,29.1,185,0.296,556,Li,0.76,-0.686,-1.196,0.406,10.26,0.396,1.128,41,O,3579,97.41,87.48,1,1778,91.68,25.48
0.715,23.8,198,0.246,496,K,1.38,-0.586,-1.096,0.336,12.56,0.576,1.71,48,F,2950,95.61,69.18,0,1313,80.68,14.88
0.663,25,189,0.316,591,Li,0.76,-0.716,-1.256,0.456,10.06,0.356,0.968,43.6,O,3579,97.91,89.18,1,1848,93.48,27.68
0.813,21.1,208,0.166,401,Na,1.02,-0.516,-0.956,0.276,12.16,0.656,2.38,60.3,OH,3120,94.31,60.68,0,1068,74.48,6.18
0.603,31,169,0.376,614,Li,0.76,-0.776,-1.346,0.496,9.86,0.336,0.748,48.6,O,3579,98.41,92.48,1,1948,95.58,36.88
0.713,20,200,0.286,536,Li,0.76,-0.696,-1.216,0.416,10.36,0.386,1.138,42,O,3579,97.61,87.98,1,1813,92.48,24.18
0.783,22.1,206,0.206,446,K,1.38,-0.546,-1.016,0.306,12.66,0.606,2.08,56,F,2950,95.21,66.48,0,1223,78.88,10.48
0.633,28,172,0.366,608,Li,0.76,-0.736,-1.286,0.466,9.5,0.346,0.85,37,O,3579,98.21,90.68,1,1878,94.48,33.48
0.833,13.4,217,0.146,386,Na,1.02,-0.486,-0.916,0.246,12.36,0.706,2.63,57,OH,3120,93.61,58.88,0,1023,72.68,4.88
0.578,40.8,161,0.406,637,Li,0.76,-0.826,-1.456,0.536,9.66,0.286,0.558,51.6,O,3579,98.91,93.98,1,2008,96.68,39.68
0.693,23,195,0.316,556,Li,0.76,-0.706,-1.236,0.436,9.7,0.376,1.02,40,O,3579,97.71,88.18,1,1808,92.48,26.88
0.753,25.3,195,0.266,516,K,1.38,-0.596,-1.106,0.346,12,0.566,1.61,47,F,2950,95.81,70.48,0,1338,81.18,16.48
0.615,29,173,0.386,566,Li,0.76,-0.756,-1.336,0.486,9.5,0.336,0.78,42,O,3579,98.31,91.88,1,1923,95.18,36.18
0.853,19.1,210,0.156,391,Na,1.02,-0.506,-0.926,0.256,11.9,0.676,2.494,56,OH,3120,94.01,60.18,0,1043,73.88,5.48
0.603,34.8,163,0.396,619,Li,0.76,-0.806,-1.406,0.516,9.3,0.306,0.67,45,O,3579,98.71,93.48,1,1988,96.38,38.88
0.673,24.4,181,0.346,599,Li,0.76,-0.726,-1.266,0.446,9.6,0.366,0.93,40,O,3579,98.01,89.48,1,1858,93.78,29.78
0.733,25.1,193,0.306,546,Li,0.76,-0.686,-1.186,0.406,10.65,0.396,1.19,50.5,O,3579,97.51,87.18,1,1783,91.88,24.68
0.803,22.2,202,0.226,456,K,1.38,-0.556,-1.036,0.316,12.85,0.596,1.944,52,F,2950,95.41,67.18,0,1253,79.48,11.18
0.643,27.4,176,0.356,563,Li,0.76,-0.746,-1.296,0.476,9.5,0.356,0.88,39,O,3579,98.11,90.48,1,1883,94.28,31.88
0.833,15.2,207,0.186,411,Na,1.02,-0.516,-0.956,0.286,11.6,0.656,2.314,54,OH,3120,94.41,61.88,0,1088,75.18,6.88
0.593,39.1,160,0.416,636,Li,0.76,-0.836,-1.466,0.546,9.2,0.276,0.538,49,O,3579,99.01,94.18,1,2013,96.88,41.48
0.713,21,190,0.316,564,Li,0.76,-0.696,-1.206,0.426,10.49,0.386,1.08,47.5,O,3579,97.61,87.68,1,1803,92.28,26.18
0.773,18.9,197,0.266,506,K,1.38,-0.576,-1.076,0.326,12.95,0.586,1.744,56.5,F,2950,95.71,68.68,0,1303,80.18,13.88
0.663,25.9,179,0.336,601,Li,0.76,-0.716,-1.256,0.456,9.6,0.366,0.974,41,O,3579,97.91,88.88,1,1843,93.58,28.68
0.823,16.9,205,0.196,421,Na,1.02,-0.526,-0.966,0.306,11.5,0.646,2.244,53,OH,3120,94.61,62.88,0,1108,76.48,7.68
0.613,30.2,168,0.396,573,Li,0.76,-0.786,-1.386,0.516,9.4,0.316,0.72,45,O,3579,98.61,92.68,1,1958,95.68,37.48
0.693,23.9,185,0.316,576,Li,0.76,-0.706,-1.226,0.436,9.7,0.376,1,41,O,3579,97.81,88.48,1,1818,92.68,27.48
0.743,20.3,194,0.286,526,K,1.38,-0.606,-1.126,0.356,12,0.544,1.514,46,F,2950,95.91,70.88,0,1348,81.68,17.18
0.633,32.8,172,0.366,606,Li,0.76,-0.736,-1.286,0.466,9.5,0.356,0.86,38,O,3579,98.21,90.88,1,1873,94.38,33.18
0.645,29.8,176.4,0.337,555,Li,0.76,-0.697,-1.227,0.429,9.93,0.397,0.945,40.8,O,3579,98.31,89.5,1,1885,93.62,29.02
0.748,16.5,216.8,0.163,436,Na,1.02,-0.503,-0.963,0.277,11.94,0.593,2.068,59.4,OH,3120,94.96,64.46,0,1176,78.06,7.86
0.58,32,163.2,0.403,591,Li,0.76,-0.733,-1.333,0.463,9.87,0.337,0.731,39.7,O,3579,98.39,92.94,1,1935,95.46,41.76
0.732,19,203.2,0.297,527,K,1.38,-0.573,-1.083,0.357,12.13,0.567,1.405,46.3,F,2950,96.49,71.56,0,1356,81.96,18.56
0.553,42.8,164.4,0.363,569,Li,0.76,-0.817,-1.437,0.503,9.67,0.273,0.575,55,O,3579,99.29,93.76,1,2049,96.82,38.06
0.679,22.2,186.8,0.233,507,Li,0.76,-0.737,-1.297,0.433,10.17,0.333,1.095,43.3,O,3579,97.49,87.16,1,1756,91.46,22.16
0.793,19.5,206.8,0.133,397,Na,1.02,-0.463,-0.903,0.233,12.17,0.663,2.495,53.3,OH,3120,93.79,59.86,0,1056,73.76,5.76
0.573,26.8,178.2,0.367,607,Li,0.76,-0.683,-1.233,0.459,10.07,0.377,0.931,41.7,O,3579,98.71,90.36,1,1856,93.76,32.56
0.759,17.2,201.8,0.203,477,Na,1.02,-0.533,-1.033,0.293,11.67,0.563,1.855,48.3,F,3120,95.49,67.86,0,1296,79.96,12.26
0.533,40.8,159.4,0.383,639,Li,0.76,-0.763,-1.363,0.483,9.77,0.317,0.701,44.8,O,3579,99.19,92.96,1,1966,95.86,40.16
0.709,21.1,191.8,0.283,567,Li,0.76,-0.643,-1.163,0.373,10.37,0.417,1.165,42.3,O,3579,97.19,87.76,1,1791,92.16,26.46
